Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes)
1403,1979-084B,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1402,1979-084A,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1405,1979-084D,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1404,1979-084C,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1406,1979-084E,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1407,1979-084F,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1409,1979-084H,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1408,1979-084G,,USSR,1979-09-26,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,,Date of launch is 25/09/1979 using Greenwich Mean Time (GMT).,,,,,,,
1401,1979-083A,BION 5,USSR,1979-09-25,Biosatellite for the continued investigation of the effects of spaceflight on living organisms,recovered,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,1979-10-14,------,,,,,,,
1400,1979-081A,,USSR,1979-09-14,Investigation of the upper atmosphere and outer space,recovered,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,1979-09-27,------,,,,,,,
1399,1979-080A,,USSR,1979-09-05,Investigation of the natural resources of the earth in the interests of various branches of the national economy of the USSR and international cooperation,recovered,/osoindex/data/documents/ru/st/stsgser.e029.html,T,------,1979-09-18,------,,,,,,,
1398,1979-079A,,USSR,1979-08-31,Investigation of the upper atmosphere and outer space,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-09-14,------,,,,,,,
1397,1979-078A,,USSR,1979-08-28,Investigation of the upper atmosphere and outer space,in orbit,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,,------,,,,,,,
1396,1979-077A,,USSR,1979-08-28,Investigation of the upper atmosphere and outer space,decayed,/osoindex/data/documents/ru/st/stsgser.e027.html,T,,2023-09-27,------,,,,,,,
1395,1979-076A,,USSR,1979-08-21,Investigation of the natural resources of the earth in the interests of various branches of the national economy of the USSR and international cooperation,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-09-03,------,,,,,,,
1394,1979-075A,,USSR,1979-08-17,Investigation of the natural resources of the earth in the interests of various branches of the national economy of the USSR and international cooperation,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-08-30,------,,,,,,,
1393,1979-074A,,USSR,1979-08-14,Investigation of the upper atmosphere and outer space,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-09-13,------,,,,,,,
1392,1979-073A,,USSR,1979-08-11,Investigation of the upper atmosphere and outer space,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-08-24,------,,,,,,,
1391,1979-071A,,USSR,1979-08-03,Investigation of the upper atmosphere and outer space,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-08-15,------,,,,,,,
1390,1979-070A,,USSR,1979-07-31,Operation of the long-range telephone and telegraph radiocommunication system in the USSR and transmission of USSR central television programmes in the Orbita network,decayed,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,2017-10-23,------,,,,,,,
1389,1979-069A,,USSR,1979-07-27,Investigation of the natural resources of the earth in the interests of various branches of the national economy of the USSR and international cooperation,recovered,/osoindex/data/documents/ru/st/stsgser.e027.html,T,------,1979-08-09,------,,,,,,,
